"","year","loc","area","ur_perc","minimal_distance","tik","voters_n_scaled","voters_n","prot_full_perc","investment","investment_scaled","rural_perc","titular_perc","budget_autonomy_scaled","mun_spent_scaled","mun_spent","ID_3","area2","month_count","id","krpf_kurultai","str","proximity","proximity_scaled","month_count_scaled","krpf_kurultai_scaled","rural_perc_scaled","titular_perc_scaled"
"13","2016","№1009","Баймакский район",52.2875816993464,98.4520663598702,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.582542773402778,436,42.156862745098,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1009",0.113960113960114,"УИК",212.897775737405,0.477560742969292,0.135447961402502,-0.370012417996995,0.12871540034054,1.96904493377069
"14","2016","№101","Уфа",44.971381847915,114.674015655427,"Уфа",0.482021209826861,1223,51.8397383483238,81469,1.02111255076096,0.932114293459506,16.1242581463924,1.37211606175064,-1.02219646426268,750,"Уфа","г. Уфа",57,"УИК №101",0.11,"УИК",196.675826441848,0.268589713120844,-0.0532714543638976,-0.40886723546766,-1.51458832682467,-0.928291261321525
"15","2016","№1010","Баймакский район",74.8511904761905,100.40912304477,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.102339197740107,791,22.7678571428571,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1010",0.0760869565217391,"УИК",210.940719052505,0.452349953349371,0.135447961402502,-0.741606426181413,0.12871540034054,1.96904493377069
"16","2016","№1011","Баймакский район",76.8211920529801,103.055230303941,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.690757663692957,356,21.1920529801325,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1011",0.027027027027027,"УИК",208.294611793334,0.418262819370357,0.135447961402502,-1.22295989854105,0.12871540034054,1.96904493377069
"17","2016","№1012","Баймакский район",77.683615819209,111.113447754019,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.547372934058469,462,20.3389830508475,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1012",0.0356083086053412,"УИК",200.236394343256,0.314456922273468,0.135447961402502,-1.13876430903327,0.12871540034054,1.96904493377069
"18","2016","№1013","Баймакский район",76,122.477204421812,"ТИК муниципального района Баймакский район Республики Башкортостан",-1.05733560455094,85,24,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1013",0.0266666666666667,"УИК",188.872637675463,0.168069093625384,0.135447961402502,-1.22649558871727,0.12871540034054,1.96904493377069
"19","2016","№1014","Баймакский район",83.5443037974684,116.556769089278,"ТИК муниципального района Баймакский район Республики Башкортостан",-1.05327754616506,88,15.1898734177215,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1014",0.0470588235294118,"УИК",194.793073007997,0.24433609742681,0.135447961402502,-1.02641712109854,0.12871540034054,1.96904493377069
"20","2016","№1015","Баймакский район",80.8823529411765,100.149312437783,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.936946539103115,174,18.3823529411765,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1015",0.0180722891566265,"УИК",211.200529659492,0.455696831651012,0.135447961402502,-1.31081966948614,0.12871540034054,1.96904493377069
"21","2016","№1016","Баймакский район",89.0957446808511,93.238247791809,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.613654554361204,413,10.9042553191489,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1016",0.0289017341040462,"УИК",218.111594305466,0.544725114880449,0.135447961402502,-1.20456613461855,0.12871540034054,1.96904493377069
"22","2016","№1017","Баймакский район",88.5106382978723,91.5007243832834,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.84631656848509,241,11.4893617021277,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1017",0.0454545454545455,"УИК",219.849117713992,0.56710787847131,0.135447961402502,-1.04215755998463,0.12871540034054,1.96904493377069
"23","2016","№1018","Баймакский район",78.6407766990291,92.9414606205359,"ТИК муниципального района Баймакский район Республики Башкортостан",-1.00187547327722,126,21.3592233009709,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1018",0.0645161290322581,"УИК",218.408381476739,0.548548325007467,0.135447961402502,-0.855134065692929,0.12871540034054,1.96904493377069
"24","2016","№1019","Баймакский район",76.2278978388998,87.0037663345987,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.330943153478111,622,23.7721021611002,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1019",0.0293609671848014,"УИК",224.346075762676,0.625037658517922,0.135447961402502,-1.20006035076764,0.12871540034054,1.96904493377069
"25","2016","№102","Уфа",47.0383275261324,114.324618883632,"Уфа",1.34503495989104,1861,51.5679442508711,81469,1.02111255076096,0.932114293459506,16.1242581463924,1.37211606175064,-1.02219646426268,750,"Уфа","г. Уфа",57,"УИК №102",0.0731707317073171,"УИК",197.025223213643,0.273090639729443,-0.0532714543638976,-0.770219083294072,-1.51458832682467,-0.928291261321525
"26","2016","№1020","Баймакский район",80.4469273743017,89.6794384650618,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.877428349443516,218,18.4357541899441,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1020",0.148936170212766,"УИК",221.670403632213,0.590569670087406,0.135447961402502,-0.0268434346727371,0.12871540034054,1.96904493377069
"27","2016","№1021","Баймакский район",76.6423357664234,90.0450802649216,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.986995925862322,137,21.1678832116788,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1021",0,"УИК",221.304761832353,0.585859475148425,0.135447961402502,-1.48813666175714,0.12871540034054,1.96904493377069
"28","2016","№1022","Баймакский район",79.7658862876254,76.3019555193368,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.295773314133803,648,20.2341137123746,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1022",0.0236220472440945,"УИК",235.047886577938,0.762898305630232,0.135447961402502,-1.25636799469426,0.12871540034054,1.96904493377069
"29","2016","№1023","Баймакский район",72.3118279569892,83.1643146904206,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.601480379203559,422,26.8817204301075,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1023",0.0808383233532934,"УИК",228.185527406854,0.674497445965105,0.135447961402502,-0.694988199323391,0.12871540034054,1.96904493377069
"30","2016","№1024","Баймакский район",57.0707070707071,84.9113838021316,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.766508086896082,300,36.8686868686869,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1024",0.0212765957446809,"УИК",226.438458295143,0.651991714696998,0.135447961402502,-1.27938048645937,0.12871540034054,1.96904493377069
"31","2016","№1025","Баймакский район",64.7597254004577,72.3765838280403,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.471622510855344,518,34.5537757437071,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1025",0.0507399577167019,"УИК",238.973258269235,0.813464914483636,0.135447961402502,-0.990299524894801,0.12871540034054,1.96904493377069
"32","2016","№1026","Баймакский район",59.4036697247706,78.1317262817303,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.244371241245968,686,38.9908256880734,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1026",0.055205047318612,"УИК",233.218115815545,0.73932721231479,0.135447961402502,-0.946490118594941,0.12871540034054,1.96904493377069
"33","2016","№1027","Баймакский район",77.0588235294118,67.6523375554553,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.324179722834975,627,21.1764705882353,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1027",0.0541586073500967,"УИК",243.69750454182,0.874322619735507,0.135447961402502,-0.956757306453722,0.12871540034054,1.96904493377069
"34","2016","№1028","Баймакский район",73.7226277372263,63.1062909276862,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.692110349821584,355,26.2773722627737,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1028",0.0412371134020619,"УИК",248.243551169589,0.932884758491801,0.135447961402502,-1.0835370642728,0.12871540034054,1.96904493377069
"35","2016","№1029","Баймакский район",69.844020797227,68.8168845229443,"ТИК муниципального района Баймакский район Республики Башкортостан",-0.268719591561258,668,26.6897746967071,11396,-0.420802478379494,69.4364768434308,83.0874820733456,0.370629793164916,1.18170359781733,2692,"Баймакский район","Баймакский район",66,"УИК №1029",0.0986717267552182,"УИК",242.532957574331,0.859320934385046,0.135447961402502,-0.52001504424717,0.12871540034054,1.96904493377069
"36","2016","№103","Уфа",42.9883138564274,113.971188762691,"Уфа",0.993336566447957,1601,54.8414023372287,81469,1.02111255076096,0.932114293459506,16.1242581463924,1.37211606175064,-1.02219646426268,750,"Уфа","г. Уфа",57,"УИК №103",0.0983358547655068,"УИК",197.378653334584,0.277643523911663,-0.0532714543638976,-0.523310465789375,-1.51458832682467,-0.928291261321525
